NCTId,gpt4o_zs_gen_scores,gpt4o_ts_gen_scores,llama3_70b_it_zs_gen_scores,llama3_70b_it_ts_gen_scores
NCT01104701,"{""precision"": 0.11764705882352941, ""recall"": 0.3333333333333333, ""f1"": 0.1739130434782609}","{""precision"": 0.38461538461538464, ""recall"": 0.8333333333333334, ""f1"": 0.5263157894736842}","{""precision"": 0.25, ""recall"": 0.6666666666666666, ""f1"": 0.36363636363636365}","{""precision"": 0.35714285714285715, ""recall"": 0.8333333333333334, ""f1"": 0.5}"
NCT01104870,"{""precision"": 0.2222222222222222, ""recall"": 0.4444444444444444, ""f1"": 0.2962962962962963}","{""precision"": 0.3076923076923077, ""recall"": 0.4444444444444444, ""f1"": 0.3636363636363637}","{""precision"": 0.2857142857142857, ""recall"": 0.6666666666666666, ""f1"": 0.4}","{""precision"": 0.3125, ""recall"": 0.5555555555555556, ""f1"": 0.39999999999999997}"
NCT01106014,"{""precision"": 0.3076923076923077, ""recall"": 0.4444444444444444, ""f1"": 0.3636363636363637}","{""precision"": 0.6666666666666666, ""recall"": 0.8888888888888888, ""f1"": 0.761904761904762}","{""precision"": 0.7, ""recall"": 0.7777777777777778, ""f1"": 0.7368421052631577}","{""precision"": 0.42857142857142855, ""recall"": 0.6666666666666666, ""f1"": 0.5217391304347826}"
NCT01107444,"{""precision"": 0.3076923076923077, ""recall"": 0.5714285714285714, ""f1"": 0.4}","{""precision"": 0.5454545454545454, ""recall"": 0.8571428571428571, ""f1"": 0.6666666666666665}","{""precision"": 0.35714285714285715, ""recall"": 0.7142857142857143, ""f1"": 0.4761904761904762}","{""precision"": 0.6, ""recall"": 0.8571428571428571, ""f1"": 0.7058823529411764}"
NCT01108055,"{""precision"": 0.10344827586206896, ""recall"": 0.3333333333333333, ""f1"": 0.15789473684210528}","{""precision"": 0.1875, ""recall"": 0.3333333333333333, ""f1"": 0.24000000000000005}","{""precision"": 0.21052631578947367, ""recall"": 0.4444444444444444, ""f1"": 0.2857142857142857}","{""precision"": 0.23529411764705882, ""recall"": 0.4444444444444444, ""f1"": 0.30769230769230765}"
NCT01114438,"{""precision"": 0.13513513513513514, ""recall"": 0.45454545454545453, ""f1"": 0.20833333333333334}","{""precision"": 0.42857142857142855, ""recall"": 0.5454545454545454, ""f1"": 0.4799999999999999}","{""precision"": 0.23809523809523808, ""recall"": 0.45454545454545453, ""f1"": 0.31249999999999994}","{""precision"": 0.5454545454545454, ""recall"": 0.5454545454545454, ""f1"": 0.5454545454545454}"
NCT01117350,"{""precision"": 0.22727272727272727, ""recall"": 0.8333333333333334, ""f1"": 0.35714285714285715}","{""precision"": 0.4166666666666667, ""recall"": 0.8333333333333334, ""f1"": 0.5555555555555556}","{""precision"": 0.3125, ""recall"": 0.8333333333333334, ""f1"": 0.45454545454545453}","{""precision"": 0.45454545454545453, ""recall"": 0.8333333333333334, ""f1"": 0.5882352941176471}"
NCT01118091,"{""precision"": 0.21428571428571427, ""recall"": 0.5, ""f1"": 0.3}","{""precision"": 0.19047619047619047, ""recall"": 0.6666666666666666, ""f1"": 0.2962962962962963}","{""precision"": 0.16666666666666666, ""recall"": 0.5, ""f1"": 0.25}","{""precision"": 0.2, ""recall"": 0.6666666666666666, ""f1"": 0.30769230769230765}"
NCT01120028,"{""precision"": 0.5333333333333333, ""recall"": 0.5333333333333333, ""f1"": 0.5333333333333333}","{""precision"": 0.5882352941176471, ""recall"": 0.6666666666666666, ""f1"": 0.625}","{""precision"": 0.375, ""recall"": 0.375, ""f1"": 0.375}","{""precision"": 0.4, ""recall"": 0.26666666666666666, ""f1"": 0.32}"
NCT01123980,"{""precision"": 0.3125, ""recall"": 0.5, ""f1"": 0.38461538461538464}","{""precision"": 0.7777777777777778, ""recall"": 0.7, ""f1"": 0.7368421052631577}","{""precision"": 0.5454545454545454, ""recall"": 0.6, ""f1"": 0.5714285714285713}","{""precision"": 0.6363636363636364, ""recall"": 0.7, ""f1"": 0.6666666666666666}"
NCT01126580,"{""precision"": 0.2857142857142857, ""recall"": 0.8888888888888888, ""f1"": 0.43243243243243246}","{""precision"": 0.5454545454545454, ""recall"": 0.6666666666666666, ""f1"": 0.6}","{""precision"": 0.5, ""recall"": 0.8888888888888888, ""f1"": 0.64}","{""precision"": 0.42857142857142855, ""recall"": 0.6666666666666666, ""f1"": 0.5217391304347826}"
NCT01131312,"{""precision"": 0.15789473684210525, ""recall"": 0.5, ""f1"": 0.23999999999999996}","{""precision"": 0.3333333333333333, ""recall"": 0.6666666666666666, ""f1"": 0.4444444444444444}","{""precision"": 0.23076923076923078, ""recall"": 0.5, ""f1"": 0.3157894736842105}","{""precision"": 0.375, ""recall"": 0.5, ""f1"": 0.42857142857142855}"
NCT01139411,"{""precision"": 0.26666666666666666, ""recall"": 0.36363636363636365, ""f1"": 0.30769230769230765}","{""precision"": 0.4, ""recall"": 0.36363636363636365, ""f1"": 0.380952380952381}","{""precision"": 0.15384615384615385, ""recall"": 0.18181818181818182, ""f1"": 0.16666666666666669}","{""precision"": 0.36363636363636365, ""recall"": 0.36363636363636365, ""f1"": 0.36363636363636365}"
NCT01141712,"{""precision"": 0.18181818181818182, ""recall"": 0.5714285714285714, ""f1"": 0.27586206896551724}","{""precision"": 0.35714285714285715, ""recall"": 0.7142857142857143, ""f1"": 0.4761904761904762}","{""precision"": 0.15, ""recall"": 0.42857142857142855, ""f1"": 0.2222222222222222}","{""precision"": 0.1875, ""recall"": 0.42857142857142855, ""f1"": 0.26086956521739124}"
NCT01145833,"{""precision"": 0.2, ""recall"": 0.42857142857142855, ""f1"": 0.27272727272727276}","{""precision"": 0.36363636363636365, ""recall"": 0.5714285714285714, ""f1"": 0.4444444444444444}","{""precision"": 0.16666666666666666, ""recall"": 0.2857142857142857, ""f1"": 0.2105263157894737}","{""precision"": 0.5, ""recall"": 0.7142857142857143, ""f1"": 0.588235294117647}"
NCT01146704,"{""precision"": 0.15, ""recall"": 0.5, ""f1"": 0.23076923076923075}","{""precision"": 0.3076923076923077, ""recall"": 0.6666666666666666, ""f1"": 0.42105263157894735}","{""precision"": 0.18181818181818182, ""recall"": 0.6666666666666666, ""f1"": 0.28571428571428575}","{""precision"": 0.36363636363636365, ""recall"": 0.6666666666666666, ""f1"": 0.4705882352941177}"
NCT01147250,"{""precision"": 0.3888888888888889, ""recall"": 0.7777777777777778, ""f1"": 0.5185185185185185}","{""precision"": 0.5, ""recall"": 0.7777777777777778, ""f1"": 0.6086956521739131}","{""precision"": 0.5, ""recall"": 0.8888888888888888, ""f1"": 0.64}","{""precision"": 0.2777777777777778, ""recall"": 0.5555555555555556, ""f1"": 0.3703703703703704}"
NCT01149421,"{""precision"": 0.3125, ""recall"": 0.8333333333333334, ""f1"": 0.45454545454545453}","{""precision"": 0.6363636363636364, ""recall"": 0.5833333333333334, ""f1"": 0.6086956521739131}","{""precision"": 0.6428571428571429, ""recall"": 0.75, ""f1"": 0.6923076923076924}","{""precision"": 0.75, ""recall"": 0.75, ""f1"": 0.75}"
NCT01151046,"{""precision"": 0.21052631578947367, ""recall"": 0.5714285714285714, ""f1"": 0.3076923076923077}","{""precision"": 0.2, ""recall"": 0.42857142857142855, ""f1"": 0.27272727272727276}","{""precision"": 0.1875, ""recall"": 0.42857142857142855, ""f1"": 0.26086956521739124}","{""precision"": 0.2727272727272727, ""recall"": 0.42857142857142855, ""f1"": 0.33333333333333326}"
NCT01152580,"{""precision"": 0.19047619047619047, ""recall"": 0.6666666666666666, ""f1"": 0.2962962962962963}","{""precision"": 0.45454545454545453, ""recall"": 0.8333333333333334, ""f1"": 0.5882352941176471}","{""precision"": 0.2222222222222222, ""recall"": 0.6666666666666666, ""f1"": 0.3333333333333333}","{""precision"": 0.45454545454545453, ""recall"": 0.8333333333333334, ""f1"": 0.5882352941176471}"
NCT01154933,"{""precision"": 0.2857142857142857, ""recall"": 0.5714285714285714, ""f1"": 0.38095238095238093}","{""precision"": 0.26666666666666666, ""recall"": 0.5714285714285714, ""f1"": 0.36363636363636365}","{""precision"": 0.21052631578947367, ""recall"": 0.5714285714285714, ""f1"": 0.3076923076923077}","{""precision"": 0.2857142857142857, ""recall"": 0.5714285714285714, ""f1"": 0.38095238095238093}"
NCT01155050,"{""precision"": 0.22857142857142856, ""recall"": 0.4444444444444444, ""f1"": 0.3018867924528302}","{""precision"": 0.9090909090909091, ""recall"": 0.5555555555555556, ""f1"": 0.6896551724137931}","{""precision"": 0.47619047619047616, ""recall"": 0.5555555555555556, ""f1"": 0.5128205128205129}","{""precision"": 0.6666666666666666, ""recall"": 0.4444444444444444, ""f1"": 0.5333333333333333}"
NCT01155284,"{""precision"": 0.4166666666666667, ""recall"": 0.38461538461538464, ""f1"": 0.4}","{""precision"": 0.6363636363636364, ""recall"": 0.5384615384615384, ""f1"": 0.5833333333333334}","{""precision"": 0.5333333333333333, ""recall"": 0.5333333333333333, ""f1"": 0.5333333333333333}","{""precision"": 0.5555555555555556, ""recall"": 0.38461538461538464, ""f1"": 0.4545454545454546}"
NCT01157234,"{""precision"": 0.2857142857142857, ""recall"": 0.6, ""f1"": 0.3870967741935483}","{""precision"": 0.6363636363636364, ""recall"": 0.7, ""f1"": 0.6666666666666666}","{""precision"": 0.3888888888888889, ""recall"": 0.7, ""f1"": 0.5}","{""precision"": 0.8, ""recall"": 0.8, ""f1"": 0.8000000000000002}"
NCT01159574,"{""precision"": 0.10526315789473684, ""recall"": 0.25, ""f1"": 0.14814814814814814}","{""precision"": 0.1875, ""recall"": 0.375, ""f1"": 0.25}","{""precision"": 0.11764705882352941, ""recall"": 0.25, ""f1"": 0.15999999999999998}","{""precision"": 0.1875, ""recall"": 0.375, ""f1"": 0.25}"
NCT01160380,"{""precision"": 0.16666666666666666, ""recall"": 0.8333333333333334, ""f1"": 0.2777777777777778}","{""precision"": 0.3076923076923077, ""recall"": 0.6666666666666666, ""f1"": 0.42105263157894735}","{""precision"": 0.21052631578947367, ""recall"": 0.6666666666666666, ""f1"": 0.32}","{""precision"": 0.2857142857142857, ""recall"": 0.6666666666666666, ""f1"": 0.4}"
NCT01160484,"{""precision"": 0.3333333333333333, ""recall"": 0.6666666666666666, ""f1"": 0.4444444444444444}","{""precision"": 0.3157894736842105, ""recall"": 0.6666666666666666, ""f1"": 0.42857142857142855}","{""precision"": 0.3, ""recall"": 0.6666666666666666, ""f1"": 0.41379310344827586}","{""precision"": 0.3157894736842105, ""recall"": 0.6666666666666666, ""f1"": 0.42857142857142855}"
NCT01163682,"{""precision"": 0.26666666666666666, ""recall"": 0.4444444444444444, ""f1"": 0.33333333333333337}","{""precision"": 0.36363636363636365, ""recall"": 0.4444444444444444, ""f1"": 0.39999999999999997}","{""precision"": 0.375, ""recall"": 0.6666666666666666, ""f1"": 0.4800000000000001}","{""precision"": 0.4, ""recall"": 0.4444444444444444, ""f1"": 0.4210526315789474}"
NCT01163721,"{""precision"": 0.17647058823529413, ""recall"": 0.42857142857142855, ""f1"": 0.25}","{""precision"": 0.5454545454545454, ""recall"": 0.8571428571428571, ""f1"": 0.6666666666666665}","{""precision"": 0.23076923076923078, ""recall"": 0.42857142857142855, ""f1"": 0.3}","{""precision"": 0.5454545454545454, ""recall"": 0.8571428571428571, ""f1"": 0.6666666666666665}"
NCT01165684,"{""precision"": 0.3076923076923077, ""recall"": 0.6666666666666666, ""f1"": 0.42105263157894735}","{""precision"": 0.2857142857142857, ""recall"": 0.6666666666666666, ""f1"": 0.4}","{""precision"": 0.2857142857142857, ""recall"": 0.6666666666666666, ""f1"": 0.4}","{""precision"": 0.36363636363636365, ""recall"": 0.6666666666666666, ""f1"": 0.4705882352941177}"
NCT01169779,"{""precision"": 0.3333333333333333, ""recall"": 0.9166666666666666, ""f1"": 0.4888888888888888}","{""precision"": 0.5625, ""recall"": 0.75, ""f1"": 0.6428571428571429}","{""precision"": 0.43478260869565216, ""recall"": 0.8333333333333334, ""f1"": 0.5714285714285714}","{""precision"": 0.75, ""recall"": 0.75, ""f1"": 0.75}"
NCT01170208,"{""precision"": 0.29411764705882354, ""recall"": 0.7142857142857143, ""f1"": 0.4166666666666667}","{""precision"": 0.3333333333333333, ""recall"": 0.5714285714285714, ""f1"": 0.4210526315789474}","{""precision"": 0.3076923076923077, ""recall"": 0.5, ""f1"": 0.380952380952381}","{""precision"": 0.25, ""recall"": 0.42857142857142855, ""f1"": 0.3157894736842105}"
NCT01170702,"{""precision"": 0.16666666666666666, ""recall"": 0.2857142857142857, ""f1"": 0.2105263157894737}","{""precision"": 0.4166666666666667, ""recall"": 0.7142857142857143, ""f1"": 0.5263157894736842}","{""precision"": 0.23076923076923078, ""recall"": 0.42857142857142855, ""f1"": 0.3}","{""precision"": 0.4, ""recall"": 0.5714285714285714, ""f1"": 0.47058823529411764}"
NCT01173471,"{""precision"": 0.17647058823529413, ""recall"": 0.5, ""f1"": 0.2608695652173913}","{""precision"": 0.4444444444444444, ""recall"": 0.6666666666666666, ""f1"": 0.5333333333333333}","{""precision"": 0.36363636363636365, ""recall"": 0.5714285714285714, ""f1"": 0.4444444444444444}","{""precision"": 0.4444444444444444, ""recall"": 0.6666666666666666, ""f1"": 0.5333333333333333}"
NCT01174173,"{""precision"": 0.15789473684210525, ""recall"": 0.375, ""f1"": 0.22222222222222218}","{""precision"": 0.3333333333333333, ""recall"": 0.625, ""f1"": 0.43478260869565216}","{""precision"": 0.19047619047619047, ""recall"": 0.5, ""f1"": 0.27586206896551724}","{""precision"": 0.3125, ""recall"": 0.625, ""f1"": 0.4166666666666667}"
NCT01175473,"{""precision"": 0.2727272727272727, ""recall"": 0.5, ""f1"": 0.3529411764705882}","{""precision"": 0.2857142857142857, ""recall"": 0.3333333333333333, ""f1"": 0.30769230769230765}","{""precision"": 0.14285714285714285, ""recall"": 0.16666666666666666, ""f1"": 0.15384615384615383}","{""precision"": 0.2857142857142857, ""recall"": 0.3333333333333333, ""f1"": 0.30769230769230765}"
NCT01175902,"{""precision"": 0.11764705882352941, ""recall"": 0.3333333333333333, ""f1"": 0.1739130434782609}","{""precision"": 0.4, ""recall"": 0.6666666666666666, ""f1"": 0.5}","{""precision"": 0.2, ""recall"": 0.3333333333333333, ""f1"": 0.25}","{""precision"": 0.3333333333333333, ""recall"": 0.6666666666666666, ""f1"": 0.4444444444444444}"
NCT01179672,"{""precision"": 0.3125, ""recall"": 0.38461538461538464, ""f1"": 0.3448275862068966}","{""precision"": 0.6428571428571429, ""recall"": 0.5625, ""f1"": 0.6000000000000001}","{""precision"": 0.3125, ""recall"": 0.38461538461538464, ""f1"": 0.3448275862068966}","{""precision"": 0.5, ""recall"": 0.46153846153846156, ""f1"": 0.48000000000000004}"
NCT01181986,"{""precision"": 0.4, ""recall"": 0.6, ""f1"": 0.48}","{""precision"": 0.5, ""recall"": 0.6, ""f1"": 0.5454545454545454}","{""precision"": 0.4666666666666667, ""recall"": 0.7, ""f1"": 0.56}","{""precision"": 0.5333333333333333, ""recall"": 0.8, ""f1"": 0.64}"
NCT01183104,"{""precision"": 0.3076923076923077, ""recall"": 0.4444444444444444, ""f1"": 0.3636363636363637}","{""precision"": 0.35714285714285715, ""recall"": 0.5555555555555556, ""f1"": 0.43478260869565216}","{""precision"": 0.26666666666666666, ""recall"": 0.4444444444444444, ""f1"": 0.33333333333333337}","{""precision"": 0.5454545454545454, ""recall"": 0.6666666666666666, ""f1"": 0.6}"
NCT01183780,"{""precision"": 0.12, ""recall"": 0.5, ""f1"": 0.1935483870967742}","{""precision"": 0.21428571428571427, ""recall"": 0.5, ""f1"": 0.3}","{""precision"": 0.125, ""recall"": 0.5, ""f1"": 0.2}","{""precision"": 0.13333333333333333, ""recall"": 0.3333333333333333, ""f1"": 0.19047619047619044}"
NCT01188876,"{""precision"": 0.2857142857142857, ""recall"": 0.5, ""f1"": 0.36363636363636365}","{""precision"": 0.5454545454545454, ""recall"": 0.75, ""f1"": 0.631578947368421}","{""precision"": 0.3333333333333333, ""recall"": 0.5, ""f1"": 0.4}","{""precision"": 0.35294117647058826, ""recall"": 0.75, ""f1"": 0.48}"
NCT01191268,"{""precision"": 0.3684210526315789, ""recall"": 0.7777777777777778, ""f1"": 0.5}","{""precision"": 0.5833333333333334, ""recall"": 0.7777777777777778, ""f1"": 0.6666666666666666}","{""precision"": 0.4, ""recall"": 0.6666666666666666, ""f1"": 0.5}","{""precision"": 0.5, ""recall"": 0.6666666666666666, ""f1"": 0.5714285714285715}"
NCT01192412,"{""precision"": 0.42857142857142855, ""recall"": 0.5, ""f1"": 0.4615384615384615}","{""precision"": 0.5, ""recall"": 0.5, ""f1"": 0.5}","{""precision"": 0.4117647058823529, ""recall"": 0.5833333333333334, ""f1"": 0.4827586206896552}","{""precision"": 0.6363636363636364, ""recall"": 0.5833333333333334, ""f1"": 0.6086956521739131}"
NCT01193244,"{""precision"": 0.07407407407407407, ""recall"": 0.25, ""f1"": 0.11428571428571428}","{""precision"": 0.26666666666666666, ""recall"": 0.5, ""f1"": 0.3478260869565218}","{""precision"": 0.2, ""recall"": 0.375, ""f1"": 0.26086956521739135}","{""precision"": 0.25, ""recall"": 0.5, ""f1"": 0.3333333333333333}"
NCT01194479,"{""precision"": 0.3, ""recall"": 0.5, ""f1"": 0.37499999999999994}","{""precision"": 0.3, ""recall"": 0.5, ""f1"": 0.37499999999999994}","{""precision"": 0.375, ""recall"": 0.5, ""f1"": 0.42857142857142855}","{""precision"": 0.4, ""recall"": 0.6666666666666666, ""f1"": 0.5}"
NCT01194830,"{""precision"": 0.2222222222222222, ""recall"": 0.36363636363636365, ""f1"": 0.27586206896551724}","{""precision"": 0.3333333333333333, ""recall"": 0.36363636363636365, ""f1"": 0.34782608695652173}","{""precision"": 0.2, ""recall"": 0.36363636363636365, ""f1"": 0.25806451612903225}","{""precision"": 0.23076923076923078, ""recall"": 0.2727272727272727, ""f1"": 0.24999999999999994}"
NCT01200290,"{""precision"": 0.19047619047619047, ""recall"": 0.6666666666666666, ""f1"": 0.2962962962962963}","{""precision"": 0.3076923076923077, ""recall"": 0.6666666666666666, ""f1"": 0.42105263157894735}","{""precision"": 0.3125, ""recall"": 0.8333333333333334, ""f1"": 0.45454545454545453}","{""precision"": 0.3076923076923077, ""recall"": 0.6666666666666666, ""f1"": 0.42105263157894735}"
NCT01200329,"{""precision"": 0.08, ""recall"": 0.2857142857142857, ""f1"": 0.125}","{""precision"": 0.26666666666666666, ""recall"": 0.5714285714285714, ""f1"": 0.36363636363636365}","{""precision"": 0.08695652173913043, ""recall"": 0.2857142857142857, ""f1"": 0.13333333333333333}","{""precision"": 0.2, ""recall"": 0.5714285714285714, ""f1"": 0.29629629629629634}"
NCT01202175,"{""precision"": 0.35294117647058826, ""recall"": 1.0, ""f1"": 0.5217391304347826}","{""precision"": 0.3333333333333333, ""recall"": 1.0, ""f1"": 0.5}","{""precision"": 0.46153846153846156, ""recall"": 1.0, ""f1"": 0.631578947368421}","{""precision"": 0.46153846153846156, ""recall"": 1.0, ""f1"": 0.631578947368421}"
NCT01206062,"{""precision"": 0.44, ""recall"": 0.5238095238095238, ""f1"": 0.4782608695652174}","{""precision"": 0.8, ""recall"": 0.5714285714285714, ""f1"": 0.6666666666666666}","{""precision"": 0.5882352941176471, ""recall"": 0.45454545454545453, ""f1"": 0.5128205128205129}","{""precision"": 0.43478260869565216, ""recall"": 0.47619047619047616, ""f1"": 0.4545454545454545}"
NCT01208870,"{""precision"": 0.21428571428571427, ""recall"": 0.3333333333333333, ""f1"": 0.2608695652173913}","{""precision"": 0.3333333333333333, ""recall"": 0.4444444444444444, ""f1"": 0.380952380952381}","{""precision"": 0.25, ""recall"": 0.5555555555555556, ""f1"": 0.3448275862068966}","{""precision"": 0.36363636363636365, ""recall"": 0.4444444444444444, ""f1"": 0.39999999999999997}"
NCT01217463,"{""precision"": 0.16, ""recall"": 0.5, ""f1"": 0.24242424242424243}","{""precision"": 0.21428571428571427, ""recall"": 0.375, ""f1"": 0.2727272727272727}","{""precision"": 0.29411764705882354, ""recall"": 0.625, ""f1"": 0.4}","{""precision"": 0.35714285714285715, ""recall"": 0.625, ""f1"": 0.45454545454545453}"
NCT01217840,"{""precision"": 0.38461538461538464, ""recall"": 0.8333333333333334, ""f1"": 0.5263157894736842}","{""precision"": 0.5, ""recall"": 0.8333333333333334, ""f1"": 0.625}","{""precision"": 0.35714285714285715, ""recall"": 0.8333333333333334, ""f1"": 0.5}","{""precision"": 0.3333333333333333, ""recall"": 0.8333333333333334, ""f1"": 0.47619047619047616}"
NCT01221090,"{""precision"": 0.5384615384615384, ""recall"": 0.5833333333333334, ""f1"": 0.5599999999999999}","{""precision"": 0.5, ""recall"": 0.5, ""f1"": 0.5}","{""precision"": 0.5833333333333334, ""recall"": 0.5833333333333334, ""f1"": 0.5833333333333334}","{""precision"": 0.6666666666666666, ""recall"": 0.6666666666666666, ""f1"": 0.6666666666666666}"
NCT01222494,"{""precision"": 0.3333333333333333, ""recall"": 0.23529411764705882, ""f1"": 0.27586206896551724}","{""precision"": 0.5714285714285714, ""recall"": 0.47058823529411764, ""f1"": 0.5161290322580646}","{""precision"": 0.5, ""recall"": 0.4444444444444444, ""f1"": 0.47058823529411764}","{""precision"": 0.5555555555555556, ""recall"": 0.5882352941176471, ""f1"": 0.5714285714285715}"
NCT01222689,"{""precision"": 0.3, ""recall"": 0.75, ""f1"": 0.4285714285714285}","{""precision"": 0.4117647058823529, ""recall"": 0.875, ""f1"": 0.56}","{""precision"": 0.2857142857142857, ""recall"": 0.75, ""f1"": 0.4137931034482759}","{""precision"": 0.3684210526315789, ""recall"": 0.875, ""f1"": 0.5185185185185185}"
NCT01223352,"{""precision"": 0.45454545454545453, ""recall"": 0.8333333333333334, ""f1"": 0.5882352941176471}","{""precision"": 0.4166666666666667, ""recall"": 0.8333333333333334, ""f1"": 0.5555555555555556}","{""precision"": 0.35714285714285715, ""recall"": 0.8333333333333334, ""f1"": 0.5}","{""precision"": 0.3333333333333333, ""recall"": 0.8333333333333334, ""f1"": 0.47619047619047616}"
NCT01224210,"{""precision"": 0.1875, ""recall"": 0.5, ""f1"": 0.2727272727272727}","{""precision"": 0.3333333333333333, ""recall"": 0.6666666666666666, ""f1"": 0.4444444444444444}","{""precision"": 0.14285714285714285, ""recall"": 0.5, ""f1"": 0.22222222222222224}","{""precision"": 0.2857142857142857, ""recall"": 0.6666666666666666, ""f1"": 0.4}"
NCT01227187,"{""precision"": 0.5555555555555556, ""recall"": 0.29411764705882354, ""f1"": 0.3846153846153846}","{""precision"": 0.5, ""recall"": 0.35294117647058826, ""f1"": 0.41379310344827586}","{""precision"": 0.5294117647058824, ""recall"": 0.5294117647058824, ""f1"": 0.5294117647058824}","{""precision"": 0.6363636363636364, ""recall"": 0.4117647058823529, ""f1"": 0.5}"
NCT01227616,"{""precision"": 0.2727272727272727, ""recall"": 0.5, ""f1"": 0.3529411764705882}","{""precision"": 0.36363636363636365, ""recall"": 0.6666666666666666, ""f1"": 0.4705882352941177}","{""precision"": 0.38461538461538464, ""recall"": 0.8333333333333334, ""f1"": 0.5263157894736842}","{""precision"": 0.4444444444444444, ""recall"": 0.6666666666666666, ""f1"": 0.5333333333333333}"
NCT01229891,"{""precision"": 0.38461538461538464, ""recall"": 0.5, ""f1"": 0.4347826086956522}","{""precision"": 0.5, ""recall"": 0.5, ""f1"": 0.5}","{""precision"": 0.3333333333333333, ""recall"": 0.4, ""f1"": 0.3636363636363636}","{""precision"": 0.6153846153846154, ""recall"": 0.8, ""f1"": 0.6956521739130435}"
NCT01232491,"{""precision"": 0.4117647058823529, ""recall"": 0.7, ""f1"": 0.5185185185185185}","{""precision"": 0.46153846153846156, ""recall"": 0.6666666666666666, ""f1"": 0.5454545454545455}","{""precision"": 0.5384615384615384, ""recall"": 0.7, ""f1"": 0.608695652173913}","{""precision"": 0.4166666666666667, ""recall"": 0.5, ""f1"": 0.45454545454545453}"
NCT01234467,"{""precision"": 0.15, ""recall"": 0.3333333333333333, ""f1"": 0.20689655172413793}","{""precision"": 0.42857142857142855, ""recall"": 0.6666666666666666, ""f1"": 0.5217391304347826}","{""precision"": 0.2777777777777778, ""recall"": 0.5555555555555556, ""f1"": 0.3703703703703704}","{""precision"": 0.4, ""recall"": 0.6666666666666666, ""f1"": 0.5}"
NCT01234649,"{""precision"": 0.09523809523809523, ""recall"": 0.3333333333333333, ""f1"": 0.14814814814814814}","{""precision"": 0.35714285714285715, ""recall"": 0.8333333333333334, ""f1"": 0.5}","{""precision"": 0.13043478260869565, ""recall"": 0.5, ""f1"": 0.20689655172413793}","{""precision"": 0.3125, ""recall"": 0.8333333333333334, ""f1"": 0.45454545454545453}"
NCT01239381,"{""precision"": 0.1111111111111111, ""recall"": 0.2857142857142857, ""f1"": 0.16}","{""precision"": 0.3076923076923077, ""recall"": 0.5714285714285714, ""f1"": 0.4}","{""precision"": 0.23076923076923078, ""recall"": 0.42857142857142855, ""f1"": 0.3}","{""precision"": 0.36363636363636365, ""recall"": 0.5714285714285714, ""f1"": 0.4444444444444444}"
NCT01241448,"{""precision"": 0.2916666666666667, ""recall"": 0.7777777777777778, ""f1"": 0.42424242424242425}","{""precision"": 0.4666666666666667, ""recall"": 0.7777777777777778, ""f1"": 0.5833333333333334}","{""precision"": 0.35294117647058826, ""recall"": 0.6666666666666666, ""f1"": 0.46153846153846156}","{""precision"": 0.5833333333333334, ""recall"": 0.7777777777777778, ""f1"": 0.6666666666666666}"
NCT01245374,"{""precision"": 0.42857142857142855, ""recall"": 0.8571428571428571, ""f1"": 0.5714285714285714}","{""precision"": 0.7, ""recall"": 1.0, ""f1"": 0.8235294117647058}","{""precision"": 0.7, ""recall"": 1.0, ""f1"": 0.8235294117647058}","{""precision"": 0.625, ""recall"": 0.7142857142857143, ""f1"": 0.6666666666666666}"
NCT01247090,"{""precision"": 0.1111111111111111, ""recall"": 0.3333333333333333, ""f1"": 0.16666666666666666}","{""precision"": 0.3, ""recall"": 0.5, ""f1"": 0.37499999999999994}","{""precision"": 0.2, ""recall"": 0.5, ""f1"": 0.28571428571428575}","{""precision"": 0.25, ""recall"": 0.5, ""f1"": 0.3333333333333333}"
NCT01247363,"{""precision"": 0.2777777777777778, ""recall"": 0.8333333333333334, ""f1"": 0.4166666666666667}","{""precision"": 0.4, ""recall"": 1.0, ""f1"": 0.5714285714285715}","{""precision"": 0.23809523809523808, ""recall"": 0.8333333333333334, ""f1"": 0.37037037037037035}","{""precision"": 0.2727272727272727, ""recall"": 1.0, ""f1"": 0.42857142857142855}"
NCT01251757,"{""precision"": 0.32, ""recall"": 1.0, ""f1"": 0.48484848484848486}","{""precision"": 0.5, ""recall"": 0.75, ""f1"": 0.6}","{""precision"": 0.5, ""recall"": 0.875, ""f1"": 0.6363636363636364}","{""precision"": 0.5833333333333334, ""recall"": 0.875, ""f1"": 0.7000000000000001}"
NCT01252667,"{""precision"": 0.09090909090909091, ""recall"": 0.5, ""f1"": 0.15384615384615385}","{""precision"": 0.26666666666666666, ""recall"": 0.6666666666666666, ""f1"": 0.3809523809523809}","{""precision"": 0.19047619047619047, ""recall"": 0.6666666666666666, ""f1"": 0.2962962962962963}","{""precision"": 0.26666666666666666, ""recall"": 0.6666666666666666, ""f1"": 0.3809523809523809}"
NCT01255436,"{""precision"": 0.4, ""recall"": 0.5714285714285714, ""f1"": 0.47058823529411764}","{""precision"": 0.4, ""recall"": 0.5714285714285714, ""f1"": 0.47058823529411764}","{""precision"": 0.3125, ""recall"": 0.7142857142857143, ""f1"": 0.43478260869565216}","{""precision"": 0.4444444444444444, ""recall"": 0.5714285714285714, ""f1"": 0.5}"
